
1855,db_ods_nstc.clife_nstc_ods_township_area,省市区镇,29546,id,int,id
1855,db_ods_nstc.clife_nstc_ods_township_area,省市区镇,29547,name_prov,string,省
1855,db_ods_nstc.clife_nstc_ods_township_area,省市区镇,29548,code_prov,string,省code
1855,db_ods_nstc.clife_nstc_ods_township_area,省市区镇,29549,name_city,string,市
1855,db_ods_nstc.clife_nstc_ods_township_area,省市区镇,29550,code_city,string,市code
1855,db_ods_nstc.clife_nstc_ods_township_area,省市区镇,29551,name_coun,string,区
1855,db_ods_nstc.clife_nstc_ods_township_area,省市区镇,29552,code_coun,string,区code
1855,db_ods_nstc.clife_nstc_ods_township_area,省市区镇,29553,name_town,string,镇
1855,db_ods_nstc.clife_nstc_ods_township_area,省市区镇,29554,code_town,string,镇code
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29555,shop_user_id,string,商家账号id
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29556,shop_id,string,商家id
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29557,level,int,代理等级
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29558,phone,string,手机号
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29559,password,string,密码
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29560,token,string,token
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29561,name,string,昵称
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29562,avator,string,头像
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29563,intro_user,string,推荐人
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29564,aurora_id,string,极光推送id
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29565,disabled,tinyint,是否冻结账号(0-正常,1-冻结)
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29566,create_at,string,操作时间
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29567,update_at,string,修改时间
1856,db_ods_nstc.clife_nstc_ods_shop_user,商家账号表,29568,del_flag,int,删除标记
1857,db_ods_nstc.clife_nstc_ods_shop_shop,店铺,29569,shop_id,string,店铺信息id
1857,db_ods_nstc.clife_nstc_ods_shop_shop,店铺,29570,shop_main,string,主营品种
1857,db_ods_nstc.clife_nstc_ods_shop_shop,店铺,29571,shop_user_id,string,商户ID
1857,db_ods_nstc.clife_nstc_ods_shop_shop,店铺,29572,shop_name,string,店铺名称
1857,db_ods_nstc.clife_nstc_ods_shop_shop,店铺,29573,shop_logo,string,店铺图片
1857,db_ods_nstc.clife_nstc_ods_shop_shop,店铺,29574,shop_background,string,背景图
1857,db_ods_nstc.clife_nstc_ods_shop_shop,店铺,29575,shop_desc,string,店铺简介
1857,db_ods_nstc.clife_nstc_ods_shop_shop,店铺,29576,shop_notice,string,店铺介绍内容
1857,db_ods_nstc.clife_nstc_ods_shop_shop,店铺,29577,shop_type,int,认证类型0-个人，1-企业，2-经纪人,10-未认证
1857,db_ods_nstc.clife_nstc_ods_shop_shop,店铺,29578,shop_phone,string,店铺手机号
